folder,name,title,original_name,src,origin_folders,dupes_removed,md5
UI Sounds/Watch,Ringtone 2 Ducked Haptic Sashimi.caf,Ringtone 2 Ducked Haptic Sashimi,Ringtone_2_Ducked_Haptic-sashimi.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Ringtone_2_Ducked_Haptic-sashimi.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,a9c0b8bf417ff149dd24d72af286c7c6
UI Sounds/Watch,Ringtone 2 Haptic Sashimi.caf,Ringtone 2 Haptic Sashimi,Ringtone_2_Haptic-sashimi.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Ringtone_2_Haptic-sashimi.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,cfed36132ff294c58b311c292da05707
UI Sounds/Watch,Ringtone UK Haptic.caf,Ringtone UK Haptic,Ringtone_UK_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Ringtone_UK_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,132b2a8390814be5231e19e3f6577c29
UI Sounds/Watch,Ringtone US Haptic.caf,Ringtone US Haptic,Ringtone_US_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Ringtone_US_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,95f8f864f1465801346565b68eb02d45
UI Sounds/Watch,Salient Notification Haptic.caf,Salient Notification Haptic,SalientNotification_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/SalientNotification_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,72030e8f19747e7a91accf5690ff6347
UI Sounds/Watch,Screen Capture.caf,Screen Capture,ScreenCapture.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/ScreenCapture.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,61c9e16b003d49f7be5ff5883a587663
UI Sounds/Watch,Screen Sharing Started.caf,Screen Sharing Started,ScreenSharingStarted.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/ScreenSharingStarted.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,fc4273c4d2bb20a33ce60a06fbcd0696
UI Sounds/Watch,Sedentary Timer Haptic.caf,Sedentary Timer Haptic,SedentaryTimer_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/SedentaryTimer_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,dedf3cf62f5004923c49e7df1b07eef0
UI Sounds/Watch,Sedentary Timer Salient Haptic.caf,Sedentary Timer Salient Haptic,SedentaryTimer_Salient_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/SedentaryTimer_Salient_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,c81d1102c213602bf27cf1c8f35b9276
UI Sounds/Watch,Sender Confirmation.caf,Sender Confirmation,SenderConfirmation.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/SenderConfirmation.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,f5da77903425f45c14fe638b11de3f02
UI Sounds/Watch,Siren Countdown Major Haptic.caf,Siren Countdown Major Haptic,Siren_Countdown_Major_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Siren_Countdown_Major_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,7af890792d8836bc8f985008dbdd4e66
UI Sounds/Watch,Siren Countdown Minor Haptic.caf,Siren Countdown Minor Haptic,Siren_Countdown_Minor_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Siren_Countdown_Minor_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,b3fb2dfaaed51c11b3c22599d956c480
UI Sounds/Watch,Siri Start Haptic.caf,Siri Start Haptic,SiriStart_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/SiriStart_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,8cc2fc56abfe3380ffcb9832c54041b1
UI Sounds/Watch,Siri Stop Failure Haptic.caf,Siri Stop Failure Haptic,SiriStopFailure_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/SiriStopFailure_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,07ee5ab93d44416914cd930a92703daf
UI Sounds/Watch,Siri Stop Success Haptic.caf,Siri Stop Success Haptic,SiriStopSuccess_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/SiriStopSuccess_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,6c203865269aaad7277c19f3478a7253
UI Sounds/Watch,Stockholm Haptic.caf,Stockholm Haptic,Stockholm_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Stockholm_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,04653b5d58f059b2f210ac035e47bbe5
UI Sounds/Watch,System Startup Haptic.caf,System Startup Haptic,SystemStartup_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/SystemStartup_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,ec2a2ad81acd3b36454c03c251ae739d
UI Sounds/Watch,Timer Wheel Hours Detent Haptic.caf,Timer Wheel Hours Detent Haptic,TimerWheelHoursDetent_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/TimerWheelHoursDetent_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,e19236bae846103df5237351e1612aa8
UI Sounds/Watch,UI Swipe Haptic.caf,UI Swipe Haptic,UISwipe_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/UISwipe_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,7be769f4e7d7eedc69444f4097d9d77a
UI Sounds/Watch,UI Switch Off Haptic.caf,UI Switch Off Haptic,UISwitch_Off_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/UISwitch_Off_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,9ab82138e105abf200d2502fd3f247c2
UI Sounds/Watch,Voice Over Click Haptic.caf,Voice Over Click Haptic,VoiceOver_Click_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/VoiceOver_Click_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,0205a06fa5ecd128dfb9fb9c1a2fa7a8
UI Sounds/Watch,Walk A Mile Haptic.caf,Walk A Mile Haptic,WalkAMile_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WalkAMile_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,e73b3b99231f80f3a973ade3aba4ed48
UI Sounds/Watch,Walkie Talkie Active End Haptic.caf,Walkie Talkie Active End Haptic,WalkieTalkieActiveEnd_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WalkieTalkieActiveEnd_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,48446272c2655b2bf43e4051216a68cb
UI Sounds/Watch,Walkie Talkie Active Start Haptic.caf,Walkie Talkie Active Start Haptic,WalkieTalkieActiveStart_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WalkieTalkieActiveStart_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,2bda02502427c240f08e4ede4a84c777
UI Sounds/Watch,Walkie Talkie Receive End Haptic.caf,Walkie Talkie Receive End Haptic,WalkieTalkieReceiveEnd_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WalkieTalkieReceiveEnd_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,c970c20ee29caf64d9c75175b3de3f69
UI Sounds/Watch,Walkie Talkie Receive Start Haptic.caf,Walkie Talkie Receive Start Haptic,WalkieTalkieReceiveStart_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WalkieTalkieReceiveStart_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,d1011e37f784ec4a6084b9760a72921c
UI Sounds/Watch,Warsaw Haptic.caf,Warsaw Haptic,Warsaw_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Warsaw_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,b57d729bc83445021ab005f198ec9305
UI Sounds/Watch,Workout Complete Autodetect.caf,Workout Complete Autodetect,WorkoutCompleteAutodetect.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WorkoutCompleteAutodetect.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,6e43c971cc2d0e7565fb3a92dcaee18e
UI Sounds/Watch,Workout Pace Above.caf,Workout Pace Above,WorkoutPaceAbove.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WorkoutPaceAbove.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,c4ff9939c2ed3e5300919798fae32cbf
UI Sounds/Watch,Workout Pace Below.caf,Workout Pace Below,WorkoutPaceBelow.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WorkoutPaceBelow.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,41a647758b2926e7be8227dec8036fca
UI Sounds/Watch,Workout Paused Auto Detect.caf,Workout Paused Auto Detect,WorkoutPausedAutoDetect.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WorkoutPausedAutoDetect.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,6b3b4df86f6a8d3db8402c8d30559d46
UI Sounds/Watch,Workout Precision Start Haptic.caf,Workout Precision Start Haptic,WorkoutPrecisionStart_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WorkoutPrecisionStart_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,1343fadffbb32c6c87ad92035ceff004
UI Sounds/Watch,Workout Resumed Auto Detect.caf,Workout Resumed Auto Detect,WorkoutResumedAutoDetect.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WorkoutResumedAutoDetect.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,5b855a19cd779a428c5e49161b18b541
UI Sounds/Watch,Workout Saved Haptic.caf,Workout Saved Haptic,WorkoutSaved_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WorkoutSaved_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,171486640ad3eab8201ca6d5dbaed6c6
UI Sounds/Watch,Workout Start Autodetect.caf,Workout Start Autodetect,WorkoutStartAutodetect.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/WorkoutStartAutodetect.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,4622d319421dc25d8be53ae3c2590aa1
UI Sounds/Watch,Busy Tone Ansi.caf,Busy Tone Ansi,busy_tone_ansi.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/busy_tone_ansi.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,0729e8e2251ae2f91b15c24a0c5baac4
UI Sounds/Watch,Busy Tone Cept.caf,Busy Tone Cept,busy_tone_cept.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/busy_tone_cept.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,13fdba1a83bc38d386cb0d22186e8647
UI Sounds/Watch,Call Waiting Tone Ansi.caf,Call Waiting Tone Ansi,call_waiting_tone_ansi.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/call_waiting_tone_ansi.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,7a6771e464f3f1d29f74628a0c0c8d1b
UI Sounds/Watch,Call Waiting Tone Cept.caf,Call Waiting Tone Cept,call_waiting_tone_cept.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/call_waiting_tone_cept.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,da631ea2efa3f42dbabe07a411fc3dee
UI Sounds/Watch,ct-call Waiting.caf,ct-call Waiting,ct-call-waiting.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/ct-call-waiting.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,f8688ae8e74a543d5d80e0df16469220
UI Sounds/Watch,Dtmf 0.caf,Dtmf 0,dtmf-0.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-0.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,2440538adc68520a355e0bcd6ff500fa
UI Sounds/Watch,Dtmf 1.caf,Dtmf 1,dtmf-1.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-1.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,2c9437d449facbbd1d5c8f809d8e5892
UI Sounds/Watch,Dtmf 2.caf,Dtmf 2,dtmf-2.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-2.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,966808ca2aa6c1bdcb75e2eab8b2677c
UI Sounds/Watch,Dtmf 3.caf,Dtmf 3,dtmf-3.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-3.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,55a4129c97b244858a3bc655b02220ab
UI Sounds/Watch,Dtmf 4.caf,Dtmf 4,dtmf-4.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-4.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,0b036d26b0aa1670ae42b5c16e94ff0c
UI Sounds/Watch,Dtmf 5.caf,Dtmf 5,dtmf-5.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-5.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,12965c69d7381223fc0140fc716ce96e
UI Sounds/Watch,Dtmf 6.caf,Dtmf 6,dtmf-6.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-6.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,92e7e0e5c379ba6d410e877275cb2b49
UI Sounds/Watch,Dtmf 7.caf,Dtmf 7,dtmf-7.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-7.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,b1bba4bf8cb1416787c4c667228a9bfd
UI Sounds/Watch,Dtmf 8.caf,Dtmf 8,dtmf-8.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-8.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,630ad99f7c6b0ae11fc42c5c8428f1f8
UI Sounds/Watch,Dtmf 9.caf,Dtmf 9,dtmf-9.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-9.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,c50ad2397c526b5ae8fc1741a6037627
UI Sounds/Watch,Dtmf Pound.caf,Dtmf Pound,dtmf-pound.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-pound.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,e37ef99b801fc57356de6d90c132741f
UI Sounds/Watch,Dtmf Star.caf,Dtmf Star,dtmf-star.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/dtmf-star.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,25048f094df89f1f58dcbc2b27641f8c
UI Sounds/Watch,End Call Tone Cept.caf,End Call Tone Cept,end_call_tone_cept.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/end_call_tone_cept.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,7347122984e68dd3d4c483ff6f3db35b
UI Sounds/Watch,Ringback Tone Ansi.caf,Ringback Tone Ansi,ringback_tone_ansi.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/ringback_tone_ansi.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,0ed8c735ca745561dc36f15180bd47cd
UI Sounds/Watch,Ringback Tone Aus.caf,Ringback Tone Aus,ringback_tone_aus.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/ringback_tone_aus.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,eec3b9b25499ec375cd686bcb4a40359
UI Sounds/Watch,Ringback Tone Cept.caf,Ringback Tone Cept,ringback_tone_cept.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/ringback_tone_cept.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,9e5814b1c512de882fd9e77145c290ab
UI Sounds/Watch,Ringback Tone Hk.caf,Ringback Tone Hk,ringback_tone_hk.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/ringback_tone_hk.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,0595fd3b91892d5bb5652b6d5dee3293
UI Sounds/Watch,Ringback Tone Uk.caf,Ringback Tone Uk,ringback_tone_uk.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/ringback_tone_uk.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,db722a085f42e8db4ab7affbe7653334
UI Sounds/Watch,Vc~ringing.caf,Vc~ringing,vc~ringing.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/vc~ringing.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,b3c88a1d9b8707a5273aefa5af539341
UI Sounds/Watch,Vc~ringing Watch.caf,Vc~ringing Watch,vc~ringing_watch.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/vc~ringing_watch.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,0c1b464d98fac596863057932f2c7925
UI Sounds/iPhone,Navigation Pop.caf,Navigation Pop,navigation_pop.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/navigation_pop.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,840152808b34f6453df68d993eb1dcea
UI Sounds/iPhone,Navigation Push.caf,Navigation Push,navigation_push.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/navigation_push.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,90a019b7a984d0f775c606275edc5ad0
UI Sounds/iPhone,New Mail.caf,New Mail,new-mail.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/new-mail.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,5b8229cf336e53c0cb2e9c3115a9a6fe
UI Sounds/iPhone,NFC Scan Complete.caf,NFC Scan Complete,nfc_scan_complete.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nfc_scan_complete.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,42756342845610ed22b0d2ae42680c38
UI Sounds/iPhone,Payment Success.caf,Payment Success,payment_success.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/payment_success.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,069d2d2ad943963ab070a31db75d0259
UI Sounds/iPhone,Photo Shutter.caf,Photo Shutter,photoShutter.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/photoShutter.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,50fcee8b3fbb3c5e2971f07ea97e9522
UI Sounds/iPhone,Shake.caf,Shake,shake.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/shake.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,6b571c6342893d8ee947bf459a17c23d
UI Sounds/iPhone,Short Double High.caf,Short Double High,short_double_high.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/short_double_high.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,48d0cf856a66ea3695a244ee3f704104
UI Sounds/iPhone,Short Double Low.caf,Short Double Low,short_double_low.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/short_double_low.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,69fc54bf72afcb72f4c9c53a2111cd78
UI Sounds/iPhone,Short Low High.caf,Short Low High,short_low_high.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/short_low_high.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,f678a41b8378ac7fdc820f4f2dc9552e
UI Sounds/iPhone,SMS Received 1.caf,SMS Received 1,sms-received1.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/sms-received1.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,12fb1acaad7ed1a0f54654bf347e6113
UI Sounds/iPhone,SMS Received 2.caf,SMS Received 2,sms-received2.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/sms-received2.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,2727f66b7c7389e192d41ae2060e5e5d
UI Sounds/iPhone,SMS Received 3.caf,SMS Received 3,sms-received3.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/sms-received3.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,57999b264762533ba1e2adf00c050786
UI Sounds/iPhone,SMS Received 4.caf,SMS Received 4,sms-received4.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/sms-received4.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,838f9a4131980bb0924876d47e14610b
UI Sounds/iPhone,SMS Received 5.caf,SMS Received 5,sms-received5.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/sms-received5.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,4b8a2f674112244dc4f4f8b262edb468
UI Sounds/iPhone,SMS Received 6.caf,SMS Received 6,sms-received6.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/sms-received6.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,d0d617885dd5e52236b680bd5c294d68
UI Sounds/iPhone,Tweet Sent.caf,Tweet Sent,tweet_sent.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/tweet_sent.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,a297df796920489a4809b2b580c67b89
UI Sounds/iPhone,Ussd.caf,Ussd,ussd.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/ussd.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,a32ec24fb59960a4dfbc924cef939eba
UI Sounds/iPhone,Warsaw.caf,Warsaw,warsaw.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/warsaw.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,0a60168cd589cb6cae7f8083b48dabb8
UI Sounds/iPhone,Wheels Of Time.caf,Wheels Of Time,wheels_of_time.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/wheels_of_time.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,9719ae2ebe1f1faaa698fe9b1c9d3fe2
Telephony & Messaging/Carrier,Cbs Alert Ca.caf,Cbs Alert Ca,cbs_alert_ca.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_alert_ca.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,18402664040f9f9eb9358caaa36f1416
Telephony & Messaging/Carrier,Cbs Alert Cl.caf,Cbs Alert Cl,cbs_alert_cl.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_alert_cl.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,26eccacdec94488241521b52df8bd026
Telephony & Messaging/Carrier,Cbs Alert Jp.caf,Cbs Alert Jp,cbs_alert_jp.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_alert_jp.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,f164e65b7be58652fde96c7644003064
Telephony & Messaging/Carrier,Cbs Alert Us.caf,Cbs Alert Us,cbs_alert_us.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_alert_us.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,6f3712f8d2420b67535be45ae82064e1
Telephony & Messaging/Carrier,Cbs Disaster Warning Jp.caf,Cbs Disaster Warning Jp,cbs_disaster_warning_jp.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_disaster_warning_jp.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,68c4945be7a33049edb5110ded059fbf
Telephony & Messaging/Carrier,Cbs Local Earthquake Us.caf,Cbs Local Earthquake Us,cbs_local_earthquake_us.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_local_earthquake_us.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle | 23G83__iPhone18,2/System/Library/UserNotifications/Bundles/com.apple.safetyalerts.gen.bundle | 23G83__iPhone18,2/System/Library/UserNotifications/Bundles/com.apple.safetyalerts_tones.bundle.bundle",2,0c6c1486b1cc68a089e4f1cbe3ad60cd
Telephony & Messaging/Carrier,Cbs Translated Earthquake En.caf,Cbs Translated Earthquake En,cbs_translated_earthquake_en.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_translated_earthquake_en.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,b1712032b7c21aa7208fbed2946bdbd8
Telephony & Messaging/Carrier,Cbs Translated Earthquake Es.caf,Cbs Translated Earthquake Es,cbs_translated_earthquake_es.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_translated_earthquake_es.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,e6f99453119bdd0b312d3e461dd444ef
Telephony & Messaging/Carrier,Cbs Translated Earthquake Ko.caf,Cbs Translated Earthquake Ko,cbs_translated_earthquake_ko.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_translated_earthquake_ko.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,32ce1b1c6e731b6fd6a1971bab96aec7
Telephony & Messaging/Carrier,Cbs Translated Earthquake Pt.caf,Cbs Translated Earthquake Pt,cbs_translated_earthquake_pt.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_translated_earthquake_pt.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,9cfdacf0973b9210ffe69ae66c275b6c
Telephony & Messaging/Carrier,Cbs Translated Earthquake Zh.caf,Cbs Translated Earthquake Zh,cbs_translated_earthquake_zh.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_translated_earthquake_zh.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,83b18b5fbd382e6ef30ab12c21fbbd08
Telephony & Messaging/Carrier,Cbs Translated Tsunami En.caf,Cbs Translated Tsunami En,cbs_translated_tsunami_en.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_translated_tsunami_en.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,4f38fa75afab38a0f7f72d8ad400ff5a
Telephony & Messaging/Carrier,Cbs Translated Tsunami Es.caf,Cbs Translated Tsunami Es,cbs_translated_tsunami_es.caf,"23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle/cbs_translated_tsunami_es.caf","23G83__iPhone18,2/System/Library/Carrier Bundles/iPhone/Default.bundle",0,f04bc0fcb2dd25df522ca4b6a67082cd
